state_name_2020,county_name_2020,swing
Arkansas,Hempstead County,-0.003989847810621505
Arkansas,Hot Spring County,-0.026078680272086208
Arkansas,Howard County,-0.012918443921315692
Arkansas,Independence County,-0.04744270440157056
Arkansas,Izard County,-0.022668558800972016
Arkansas,Jackson County,-0.010912399233221237
Arkansas,Jefferson County,-0.043943256748375015
Arkansas,Johnson County,-0.03620577939876274
Arkansas,Lafayette County,-0.019837142970615507
Arkansas,Lawrence County,-0.01607414966485249
Arkansas,Lee County,-0.04761130358319061
Arkansas,Lincoln County,0.002556419994334813
Arkansas,Little River County,0.001789802058994483
Arkansas,Logan County,-0.03383987228093305
Arkansas,Lonoke County,-0.051933125498456356
Arkansas,Madison County,-0.03167628003021633
Arkansas,Marion County,-0.02476077603268073
Arkansas,Miller County,-0.013880816537450769
Arkansas,Mississippi County,0.03398467054451779
Arkansas,Monroe County,-0.04431417862622089
Arkansas,Montgomery County,-0.026347917559277734
Arkansas,Nevada County,0.02146035427602505
Arkansas,Newton County,-0.03981374378091501
Arkansas,Ouachita County,-0.0047161517508002015
Arkansas,Perry County,-0.018528989143548558
Arkansas,Phillips County,-3.777710101410259e-05
Arkansas,Pike County,-0.006436344233989921
Arkansas,Poinsett County,-0.022806745947739626
Arkansas,Polk County,-0.03738427143190198
Arkansas,Pope County,-0.042067927456984344
Arkansas,Prairie County,-0.012912082001645231
Arkansas,Pulaski County,-0.056565216748854896
Arkansas,Randolph County,-0.030867308571924268
Arkansas,St. Francis County,-0.016828334766440106
Arkansas,Saline County,-0.07145732743626854
Arkansas,Scott County,-0.023286397108753742
Arkansas,Searcy County,-0.029215251846512025
Arkansas,Sebastian County,-0.039399990385554085
Arkansas,Sevier County,0.02480932686513676
Arkansas,Sharp County,-0.03358497230231411
Arkansas,Stone County,-0.022294199200855458
Arkansas,Union County,-0.019968496045389195
Arkansas,Van Buren County,-0.027487945736633324
Arkansas,Washington County,-0.032905435976483606
Arkansas,White County,-0.03778559593197611
Arkansas,Woodruff County,-0.013012419134765807
Arkansas,Yell County,-0.0377975222670745
California,Alameda County,0.029216966464625294
California,Alpine County,-0.06709055532840208
California,Amador County,-0.025640011362444398
California,Butte County,-0.012557253919295401
California,Calaveras County,-0.017525850420630817
California,Colusa County,0.05602377001243969
California,Contra Costa County,0.013502692901271096
California,Del Norte County,-0.0521307163171201
California,El Dorado County,-0.028556601470158594
California,Fresno County,0.0617460754156552
California,Glenn County,0.016880739760714913
California,Humboldt County,-0.01026436737850378
California,Imperial County,0.19202789671641518
California,Inyo County,-0.0290920689867796
California,Kern County,0.04820349679694419
California,Kings County,0.04732863382543369
California,Lake County,0.016442235921740295
California,Lassen County,-0.035233350482744286
California,Los Angeles County,0.052187856214786166
California,Madera County,0.0320292382677016
California,Marin County,-0.03402712509620126
California,Mariposa County,-0.030883631355310803
California,Mendocino County,0.029335300174998635
California,Merced County,0.0891456926299842
California,Modoc County,-0.044856896490536036
California,Mono County,-0.040253340539622096
California,Monterey County,0.05365751088624632
California,Napa County,-0.005016767771061692
California,Nevada County,-0.03484956765475419
California,Orange County,0.0034275864492391978
California,Placer County,-0.0417535864168882
California,Plumas County,-0.058409921764483896
California,Riverside County,0.03179981524939719
California,Sacramento County,-0.004953954520693887
California,San Benito County,0.05804416370060739
California,San Bernardino County,0.0675549112544388
California,San Diego County,-0.0006828704035543032
California,San Francisco County,0.017114532142401273
California,San Joaquin County,0.08732184128739709
California,San Luis Obispo County,-0.0383330974554347
California,San Mateo County,0.013234535665095637
California,Santa Barbara County,-0.006508509787818695
California,Santa Clara County,0.01431693823070912
California,Santa Cruz County,-0.0017953454653809042
California,Shasta County,-0.027262977979604697
California,Sierra County,-0.031565971713193614
California,Siskiyou County,-0.025767935482423593
California,Solano County,0.012489775176341228
California,Sonoma County,-0.007595293167738049
California,Stanislaus County,0.0570752408087445
California,Sutter County,0.08936380103549238
California,Tehama County,0.0013273023209987023
California,Trinity County,-0.020360449668256703
California,Tulare County,0.06853734766111469
California,Tuolumne County,-0.029544656819645992
California,Ventura County,-0.00040743942310278447
California,Yolo County,-0.008472712506448266
California,Yuba County,-0.018536854183007323
Colorado,Adams County,0.012285297429533007
Colorado,Alamosa County,0.0408123211392665
Colorado,Arapahoe County,-0.014995818974726405
Colorado,Archuleta County,-0.07862141819134019
Colorado,Baca County,-0.05293517296588052
Colorado,Bent County,-0.010685915999054274
Colorado,Boulder County,-0.05243194917574728
Colorado,Broomfield County,-0.0715537839310626
Colorado,Chaffee County,-0.1278367861693482
Colorado,Cheyenne County,-0.04005367332012871
Colorado,Clear Creek County,-0.09646159346224228
Colorado,Conejos County,0.04225378889024768
Colorado,Costilla County,0.06517391249031293
Colorado,Crowley County,-0.06276052915765368
Colorado,Custer County,-0.0744466283178356
Colorado,Delta County,-0.0765904386913
Colorado,Denver County,-0.008245031509132084
Colorado,Dolores County,-0.04736990943487368
Colorado,Douglas County,-0.062229085045280796
Colorado,Eagle County,-0.006418408176269097
Colorado,Elbert County,-0.05140708808767408
Colorado,El Paso County,-0.0702791697549581
Colorado,Fremont County,-0.07316973215417782
Colorado,Garfield County,-0.0583308183245409
Colorado,Gilpin County,-0.0943795048415746
Colorado,Grand County,-0.0699321138251809
Colorado,Gunnison County,-0.04917163357642362
Colorado,Hinsdale County,-0.0916986907516168
Colorado,Huerfano County,-0.003372624559930301
Colorado,Jackson County,-0.08526555286126752
Colorado,Jefferson County,-0.0696116736021701
Colorado,Kiowa County,-0.08835274505911245
Colorado,Kit Carson County,-0.018233418818704494
Colorado,Lake County,-0.021066197848143398
Colorado,La Plata County,-0.0698011344475524
Colorado,Larimer County,-0.0820775596508112
Colorado,Las Animas County,-0.02424443643121639
Colorado,Lincoln County,-0.04357739837269431
Colorado,Logan County,-0.05112952052287362
Colorado,Mesa County,-0.09714085008542239
Colorado,Mineral County,-0.07309829651864821
Colorado,Moffat County,-0.06793751635086914
Colorado,Montezuma County,-0.07423967382449359
Colorado,Montrose County,-0.09889946179249981
Colorado,Morgan County,0.009520897966578679
Colorado,Otero County,-0.0210442449639614
Colorado,Ouray County,-0.07643253616263881
Colorado,Park County,-0.06531358630793849
Colorado,Phillips County,-0.02573405862737793
Colorado,Pitkin County,0.016504780389797247
Colorado,Prowers County,-0.012338753940305092
Colorado,Pueblo County,0.008046090722032898
Colorado,Rio Blanco County,-0.10059362321622217
Colorado,Rio Grande County,-0.013173056320189919
Colorado,Routt County,-0.0618848357513761
Colorado,Saguache County,0.0412283328407468
Colorado,San Juan County,-0.13145781620717312
Colorado,San Miguel County,-0.013102697449722644
Colorado,Sedgwick County,-0.06415095612283633
Colorado,Summit County,-0.036433100630413495
Colorado,Teller County,-0.05771536245691217
Colorado,Washington County,-0.04953342362604224
Colorado,Weld County,-0.030873016590055313
Colorado,Yuma County,-0.07346122781886494
Delaware,Kent County,-0.039698724535934704
Delaware,New Castle County,-0.015119419067445128
Delaware,Sussex County,-0.0632134808256893
District of Columbia,District of Columbia,-0.05356159210784611
Florida,Alachua County,0.0014717381427272747
Florida,Baker County,-0.03200325007210231
Florida,Bay County,-0.022091274587870635
Florida,Bradford County,-0.014308091750571517
Florida,Brevard County,-0.016537259778350605
Florida,Broward County,0.06789257518283051
Florida,Calhoun County,-0.007186276435757144
Florida,Charlotte County,0.013244790837458498
Florida,Citrus County,-0.011968642365246862
Florida,Clay County,-0.03886046513394659
Florida,Collier County,0.023292453657042106
Florida,Columbia County,-0.010159143886082855
Florida,DeSoto County,0.04880803336757872
Florida,Dixie County,-0.01676144866212842
Florida,Duval County,-0.007578358971079696
Florida,Escambia County,-0.016084518580205293
Florida,Flagler County,0.014507374712248222
Florida,Franklin County,0.004702444862550004
Florida,Gadsden County,-0.0015215752147356154
Florida,Gilchrist County,-0.019810894940775536
Florida,Glades County,0.010695967395885964
Florida,Gulf County,-0.024068225011967648
Florida,Hamilton County,0.012132090210863311
Florida,Hardee County,0.05198485486752724
Florida,Hendry County,0.09267561580103079
Florida,Hernando County,0.008164868353438715
Florida,Highlands County,0.003393798888333077
Florida,Hillsborough County,0.03897190394244
Florida,Holmes County,-0.04754994077115632
Florida,Indian River County,-0.00258075532225302
Florida,Jackson County,0.011322897834321555
Florida,Jefferson County,0.05680849948858478
Florida,Lafayette County,-0.01597226472320651
Florida,Lake County,-0.014097932956009002
Florida,Lee County,0.031658128727262924
Florida,Leon County,0.004705427556429276
Florida,Levy County,-0.013396640191427722
Florida,Liberty County,0.003472438643369491
Florida,Madison County,0.03327605682150481
Florida,Manatee County,0.014240479750209006
Florida,Marion County,-0.003188431489497212
Florida,Martin County,0.004857017635348682
Florida,Miami-Dade County,0.1275712424115411
Florida,Monroe County,0.043665729055552105
Florida,Nassau County,-0.05013715081293424
Florida,Okaloosa County,-0.027334762651454514
Florida,Okeechobee County,0.03412503589611904
Florida,Orange County,0.034786333158565275
Florida,Osceola County,0.0922389391764705
Florida,Palm Beach County,0.0598570438778272
Florida,Pasco County,-0.008668096651145929
Florida,Pinellas County,-0.0059233824413907
Florida,Polk County,0.00210992225728851
Florida,Putnam County,0.005785938212177821
Florida,St. Johns County,-0.01356760584988348
Florida,St. Lucie County,0.01457172245766239
Florida,Santa Rosa County,-0.016388365263653726
Florida,Sarasota County,0.017089698105039103
Florida,Seminole County,0.003084686527683095
Florida,Sumter County,-0.04555020618113098
Florida,Suwannee County,-0.01715218955857306
Florida,Taylor County,-0.0022816247017030666
Florida,Union County,-0.031165466876517278
Florida,Volusia County,0.016521745671817994
Florida,Wakulla County,-0.025724820420943317
Florida,Walton County,0.0006386319217850933
Florida,Washington County,-0.017165789726578284
Georgia,Appling County,-0.006768702647846514
Georgia,Atkinson County,0.011835186144684262
Georgia,Bacon County,-0.05544024314697321
Georgia,Baker County,-0.019444560851612114
Georgia,Baldwin County,-0.025367033296862303
Georgia,Banks County,-0.05856229100725924
Georgia,Barrow County,-0.086862944858346
Georgia,Bartow County,-0.05766061772558123
Georgia,Ben Hill County,-0.0018700061101737941
Georgia,Berrien County,-0.027448220312415617
Georgia,Bibb County,-0.04638044989052359
Georgia,Bleckley County,-0.03534730504422473
Georgia,Brantley County,-0.04803197532924969
Georgia,Brooks County,0.0004115961964056003
Georgia,Bryan County,-0.04859302274340954
Georgia,Bulloch County,-0.0076382857968209095
Georgia,Burke County,0.014945010995447788
Georgia,Butts County,-0.044736930959355714
Georgia,Calhoun County,-0.028766172305214013
Georgia,Camden County,-0.011151284560636077
Georgia,Candler County,-0.006026527429482398
Georgia,Carroll County,-0.038678744987136526
Georgia,Catoosa County,-0.06487630558570329
Georgia,Charlton County,-0.005167448610188086
Georgia,Chatham County,-0.053048880845614016
Georgia,Chattahoochee County,-0.030338535010389106
Georgia,Chattooga County,-0.036331761814070884
Georgia,Cherokee County,-0.06257497380120108
Georgia,Clarke County,-0.022478989018950513
Georgia,Clay County,-0.027976680487867403
Georgia,Clayton County,-0.043367091913885936
Georgia,Clinch County,-0.020631017370096427
Georgia,Cobb County,-0.0659269599276393
Georgia,Coffee County,-0.007823006416769196
Georgia,Colquitt County,-0.030153810614468424
Georgia,Columbia County,-0.06187033674986381
Georgia,Cook County,0.00035581652521776697
Georgia,Coweta County,-0.07713252118240488
Georgia,Crawford County,-0.022971457540959306
Georgia,Crisp County,-0.05025678952799181
Georgia,Dade County,-0.04077675312645562
Georgia,Dawson County,-0.08638854243847888
Georgia,Decatur County,0.009556224729112606
Georgia,DeKalb County,-0.03421026656112641
Georgia,Dodge County,-0.01607440920205444
Georgia,Dooly County,-0.0437230852337636
Georgia,Dougherty County,-0.07148483118804067
Georgia,Douglas County,-0.12372123866477702
Georgia,Early County,0.004264191010949395
Georgia,Echols County,0.004461177955646101
Georgia,Effingham County,-0.06479595980572017
Georgia,Elbert County,0.0084779061875781
Georgia,Emanuel County,-0.00477669800230901
Georgia,Evans County,-0.005236423388973566
Georgia,Fannin County,-0.059162172264964286
Georgia,Fayette County,-0.0968212566683347
Georgia,Floyd County,-0.05181425069930329
Georgia,Forsyth County,-0.06118832521226558
Georgia,Franklin County,-0.029005695070795257
Georgia,Fulton County,-0.045108356282252404
Georgia,Gilmer County,-0.06994753382607394
Georgia,Glascock County,-0.01828073198246355
Georgia,Glynn County,-0.032320784745496406
Georgia,Gordon County,-0.0510223049910104
Georgia,Grady County,0.002719554583447581
Georgia,Greene County,-0.0358818590446493
Georgia,Gwinnett County,-0.04294121216615479
Georgia,Habersham County,-0.0514735003445313
Georgia,Hall County,-0.055015507160974364
Georgia,Hancock County,0.024547637558811175
Georgia,Haralson County,-0.056234248175354884
Georgia,Harris County,-0.0425958424639829
Georgia,Hart County,-0.007955322637870244
Georgia,Heard County,-0.024645222019388402
Georgia,Henry County,-0.15224272503162653
Georgia,Houston County,-0.0720240630707793
Georgia,Irwin County,-0.028328075003648923
Georgia,Jackson County,-0.08974812770868773
Georgia,Jasper County,-0.007983496827442205
Georgia,Jeff Davis County,-0.012744040434219561
Georgia,Jefferson County,0.0199983563486828
Georgia,Jenkins County,-0.014954518684898221
Georgia,Johnson County,0.00613347108897544
Georgia,Jones County,-0.018774813787843736
Georgia,Lamar County,-0.011594029184429033
Georgia,Lanier County,-0.013734678062705286
Georgia,Laurens County,-0.015620625982948111
Georgia,Lee County,-0.07073868984618659
Georgia,Liberty County,0.005606973638691004
Georgia,Lincoln County,0.012246909998068989
Georgia,Long County,-0.029215505935375696
Georgia,Lowndes County,-0.0008772457898472141
Georgia,Lumpkin County,-0.025521013853603225
Georgia,McDuffie County,-0.0026673134458108927
Georgia,McIntosh County,0.015966921425830893
Georgia,Macon County,-0.008903456506898083
Georgia,Madison County,-0.04236600101446314
Georgia,Marion County,-0.023650297062467518
Georgia,Meriwether County,-0.011395340343168692
Georgia,Miller County,-0.020692425359781053
Georgia,Mitchell County,-0.0022774210403607997
Georgia,Monroe County,-0.021520769983157384
Georgia,Montgomery County,-0.029437470369808483
Georgia,Morgan County,-0.017657948463057405
Georgia,Murray County,-0.03605795577177012
Georgia,Muscogee County,-0.0537327383649944
Georgia,Newton County,-0.1027373225625829
Georgia,Oconee County,-0.03617414606473912
Georgia,Oglethorpe County,-0.024137449167628167
Georgia,Paulding County,-0.1098887047927081
Georgia,Peach County,-0.046641048627918506
Georgia,Pickens County,-0.059968688141192106
Georgia,Pierce County,-0.03668158336604782
Georgia,Pike County,-0.03700409103477437
Georgia,Polk County,-0.025981577378039467
Georgia,Pulaski County,-0.04403205304672936
Georgia,Putnam County,-0.04645874062763339
Georgia,Quitman County,-0.002756838062493286
Georgia,Rabun County,-0.06534725486107568
Georgia,Randolph County,-0.0452103684272752
Georgia,Richmond County,-0.04988321653718303
Georgia,Rockdale County,-0.1276174705704659
Georgia,Schley County,-0.023735574789116864
Georgia,Screven County,0.0023994514675685086
Georgia,Seminole County,-0.005127921449111006
Georgia,Spalding County,-0.10151036979994482
Georgia,Stephens County,-0.019637272434102127
Georgia,Stewart County,-0.03166238290896339
Georgia,Sumter County,-0.0347304883965867
Georgia,Talbot County,0.024741438716234784
Georgia,Taliaferro County,0.006875784767881199
Georgia,Tattnall County,-0.013814706233380658
Georgia,Taylor County,-0.019113349392680723
Georgia,Telfair County,0.02408701773474803
Georgia,Terrell County,-0.017163022286906006
Georgia,Thomas County,-0.014135166253189113
Georgia,Tift County,-0.03958411450527449
Georgia,Toombs County,-0.005421204823091108
Georgia,Towns County,-0.043246479653583025
Georgia,Treutlen County,0.01027499273610405
Georgia,Troup County,-0.03499026325139301
Georgia,Turner County,-0.023459121727816418
Georgia,Twiggs County,0.01301329057082519
Georgia,Union County,-0.06890407097773582
Georgia,Upson County,-0.0041305740746533925
Georgia,Walker County,-0.06029526934739965
Georgia,Walton County,-0.09362781169563211
Georgia,Ware County,-0.032954440696692955
Georgia,Warren County,0.0064965870663755
Georgia,Washington County,-0.0334171983351106
Georgia,Wayne County,-0.034046922400792934
Georgia,Webster County,0.04609197649290589
Georgia,Wheeler County,-0.0008541794603110775
Georgia,White County,-0.037475859380434906
Georgia,Whitfield County,-0.022943066134862078
Georgia,Wilcox County,-0.03857444273261573
Georgia,Wilkes County,-0.023709470998840104
Georgia,Wilkinson County,-0.005813039339720313
Georgia,Worth County,-0.03412896620880107
Hawaii,Hawaii County,0.019407127481722686
Hawaii,Honolulu County,-0.008372985021099483
Hawaii,Kauai County,0.03216209260938238
Hawaii,Maui County,0.0351004534283213
Idaho,Ada County,0.003833418577632905
Idaho,Adams County,-0.03746006923959294
Idaho,Bannock County,-0.028309599020121923
Idaho,Bear Lake County,-0.06332545704393505
Idaho,Benewah County,-0.029634336012044515
Idaho,Bingham County,-0.020006818407384885
Idaho,Blaine County,-0.009120782586697018
Idaho,Boise County,0.008524569097646983
Idaho,Bonner County,0.0332190534735457
Idaho,Bonneville County,-0.042908563318035386
Idaho,Boundary County,0.004684969263503425
Idaho,Butte County,-0.05210595130801571
Idaho,Camas County,0.0060099543508335684
Idaho,Canyon County,0.009081857415623895
Idaho,Caribou County,-0.07283448436765111
Idaho,Cassia County,-0.038929013119334444
Idaho,Clark County,-0.08674888580239609
Idaho,Clearwater County,-0.014996477227063265
Idaho,Custer County,-0.07010135862018879
Idaho,Elmore County,-0.030184501791292007
Idaho,Franklin County,-0.06273991537841711
Idaho,Fremont County,-0.04803315212536535
Idaho,Gem County,-0.017903821013698862
Idaho,Gooding County,-0.01861891935671295
Idaho,Idaho County,-0.03443225225096952
Idaho,Jefferson County,-0.06420527705091111
Idaho,Jerome County,-0.014632309415214262
Idaho,Kootenai County,0.029400338275713866
Idaho,Latah County,0.056489289176395396
Idaho,Lemhi County,-0.051151350586682354
Idaho,Lewis County,-0.019996314619328104
Idaho,Lincoln County,-0.04396181760338397
Idaho,Madison County,-0.05415261071360239
Idaho,Minidoka County,-0.017597348881461194
Idaho,Nez Perce County,-0.01033606931525649
Idaho,Oneida County,-0.07572081810082681
Idaho,Owyhee County,-0.017917298363196055
Idaho,Payette County,-0.025032707127035814
Idaho,Power County,-0.014965380416198604
Idaho,Shoshone County,0.016472600578282592
Idaho,Teton County,-0.056301211206894894
Idaho,Twin Falls County,-0.022344903455490728
Idaho,Valley County,-0.012101287966288704
Idaho,Washington County,-0.021228983504922583
Illinois,Adams County,-0.0512013125186887
Illinois,Alexander County,-0.009685817618887316
Illinois,Bond County,-0.022208429910761662
Illinois,Boone County,-0.049039457194671704
Illinois,Brown County,-0.03348966752389254
Illinois,Bureau County,-0.03216440368611609
Illinois,Calhoun County,0.005241437028987717
Illinois,Carroll County,-0.037398308198844266
Illinois,Cass County,-0.003905029634772683
Illinois,Champaign County,-0.07336225611711411
Illinois,Christian County,-0.0396135599764067
Illinois,Clark County,-0.05466698287260924
Illinois,Clay County,-0.03929938638127645
Illinois,Clinton County,-0.05266999116398646
Illinois,Coles County,-0.039843982123925925
Illinois,Cook County,0.022564645951292372
Illinois,Crawford County,-0.049021005611311674
Illinois,Cumberland County,-0.03309452893510262
Illinois,DeKalb County,-0.023094655381947
Illinois,De Witt County,-0.040554771254685595
Illinois,Douglas County,-0.04324308325960491
Illinois,DuPage County,-0.013038834734690197
Illinois,Edgar County,-0.0622495735160114
Illinois,Edwards County,-0.04589025985575618
Illinois,Effingham County,-0.04836209506379324
Illinois,Fayette County,-0.031271039886981045
Illinois,Ford County,-0.054352847687166195
Illinois,Franklin County,-0.0294056574983817
Illinois,Fulton County,-0.023149594294309878
Illinois,Gallatin County,-0.04408797884109755
Illinois,Greene County,-0.03181451876687441
Illinois,Grundy County,-0.02225881761000298
Illinois,Hamilton County,-0.03081958035948945
Illinois,Hancock County,-0.050128514370807675
Illinois,Hardin County,-0.01720352329404523
Illinois,Henderson County,-0.002613953493613097
Illinois,Henry County,-0.0298091779851562
Illinois,Iroquois County,-0.05452142532687093
Illinois,Jackson County,-0.08251644434962771
Illinois,Jasper County,-0.032174299933550754
Illinois,Jefferson County,-0.03391502577186267
Illinois,Jersey County,-0.039326061307555504
Illinois,Jo Daviess County,-0.0566748171469387
Illinois,Johnson County,-0.06330609263917603
Illinois,Kane County,-0.010010856720861508
Illinois,Kankakee County,-0.017428392253326208
Illinois,Kendall County,-0.018408182087589903
Illinois,Knox County,-0.022924522044098096
Illinois,Lake County,-0.027357223928934193
Illinois,LaSalle County,-0.01851951653035591
Illinois,Lawrence County,-0.03791435986428443
Illinois,Lee County,-0.03427011853721948
Illinois,Livingston County,-0.039404338163558705
Illinois,Logan County,-0.0434802706433321
Illinois,McDonough County,-0.03752097835008689
Illinois,McHenry County,-0.032390013388587505
Illinois,McLean County,-0.0699365601669277
Illinois,Macon County,-0.0482826769862946
Illinois,Macoupin County,-0.03354126636120519
Illinois,Madison County,-0.060058902551880095
Illinois,Marion County,-0.031626542598713
Illinois,Marshall County,-0.045820949614974404
Illinois,Mason County,-0.0324874661789008
Illinois,Massac County,-0.05258671075445159
Illinois,Menard County,-0.039788062886033315
Illinois,Mercer County,-0.028825194874180587
Illinois,Monroe County,-0.05454753200599333
Illinois,Montgomery County,-0.02997277800177689
Illinois,Morgan County,-0.05340565971281108
Illinois,Moultrie County,-0.05929305269592289
Illinois,Ogle County,-0.025444077491101502
Illinois,Peoria County,-0.0435616455931726
Illinois,Perry County,-0.007434651603839049
Illinois,Piatt County,-0.05132112687205681
Illinois,Pike County,-0.031703894796650534
Illinois,Pope County,-0.051728133185403646
Illinois,Pulaski County,-0.025056875063017514
Illinois,Putnam County,-0.025453403284779713
Illinois,Randolph County,-0.06255210100083053
Illinois,Richland County,-0.05367830052613104
Illinois,Rock Island County,-0.035214299285466
Illinois,St. Clair County,-0.051823445157074405
Illinois,Saline County,-0.04951520272132459
Illinois,Sangamon County,-0.0543828040763615
Illinois,Schuyler County,-0.02725142257267088
Illinois,Scott County,-0.011060499283912562
Illinois,Shelby County,-0.0301537722748752
Illinois,Stark County,-0.016754670453906606
Illinois,Stephenson County,-0.023514862798078795
Illinois,Tazewell County,-0.04995099008250303
Illinois,Union County,-0.03078226618530161
Illinois,Vermilion County,-0.0325349875040446
Illinois,Wabash County,-0.05418536415481007
Illinois,Warren County,-0.009203681686338616
Illinois,Washington County,-0.05281439238504998
Illinois,Wayne County,-0.05574267678562689
Illinois,White County,-0.04155816223905645
Illinois,Whiteside County,0.0035691844784478816
Illinois,Will County,0.006764805912953795
Illinois,Williamson County,-0.046034232081859194
Illinois,Winnebago County,-0.0410390699762004
Illinois,Woodford County,-0.041702528183725995
Indiana,Adams County,-0.058242972951586924
Indiana,Allen County,-0.047445326287188894
Indiana,Bartholomew County,-0.048537067819909296
Indiana,Benton County,-0.0748880651246408
Indiana,Blackford County,-0.017932196947653023
Indiana,Boone County,-0.08479749133772299
Indiana,Brown County,-0.039296494674603666
Indiana,Carroll County,-0.051371432259035454
Indiana,Cass County,-0.009549126307668687
Indiana,Clark County,-0.039552649837211296
Indiana,Clay County,-0.057502290306523596
Indiana,Clinton County,-0.0416399845490209
Indiana,Crawford County,-0.005286657850052945
Indiana,Daviess County,-0.037034801442424936
Indiana,Dearborn County,-0.03187027526043135
Indiana,Decatur County,-0.05616883920184984
Indiana,DeKalb County,-0.06202308107868132
Indiana,Delaware County,-0.03438671989668471
